full_text,tweet_english,klasifikasi
e na fila do abrao que ningum respeita a fila mas ningum fala nada tambm s fazem cara feia saudade da tapera que a gente gritava e empurrava quem furou,and in the field of the forefathers who have been grateful to ...,Netral
gravada na estrada da tapera,weight on the tape,Netral
seguinte quero saber quem parceria pra fazer uma trilha no morro da tapera,next I say that I'm going to do something to make a hole in the wall,Netral
o dilema da tapera x fazenda,the dilemma of tape and factory,Netral
mood seor uno va tranqui al 24 y mina discutiendo el combate de la tapera con unos pibes,mood seor uno va tranqui al 24 y mina discutiendo el combate de la tapera con unos pibes,Netral
els ms venuts a a alcoi via,els ms venuts a a alcoi via,Netral
ser se j capinaram o mato da tapera o almoo servido nos pratinhos duralex,ser se j capinaram o mato da tapera o almoo servido nos pratinhos duralex,Netral
kepala staf kantor presiden klaim program tabung rumah rakyat tapera milik kait biaya program makan gratis hingga bangun ibu kota negara ikn nusantara,"Chief of Staff of the President's Office claims that the Tapera People's House savings program belongs to the cost of the free meal program to build the nation's capital, IKN Archipelago",Positif
ksp moeldoko tegas program tabung rumah rakyat tapera tunda memang jalan asn akan potong gaji 2 5 persen tapera ada kontribusi 0 5 persen apbn,"KSP Moeldoko is firm that the Tapera people's home savings program is postponed, indeed the ASN will cut salaries by 2.5 percent. Tapera will have a contribution of 0.5 percent of the APBN",Negatif
potong gaji tabung rumah rakyat tapera nyata bukan baru sudah terap aparatur sipil negara asn,"Cutting salaries for people's home savings, Tapera, is actually not a new implementation, it has been implemented by the ASN state civil servants",Negatif
kepala staf presiden tegas perintah bangun sistem awas jamin kelola dana tabung rumah rakyat tapera laku baik akuntabel transparan,"The president's chief of staff has been firm in ordering him to build a monitoring system that guarantees that the management of the Tapera People's House savings fund will be well implemented, accountable and transparent",Negatif
kepala staf presiden moeldoko tegas program tabung rumah rakyat tapera akan tunda pula program sebut jalan bukan utk dana ikn,"President Moeldoko's chief of staff is firm that the Tapera people's home savings program will also be postponed, calling the program a way not for fish funds",Negatif
ksp mekanisme program tabung rumah rakyat tapera bukan potong gaji iur tabung sifat wajib yg tarik pasuk usia pensiun,"KSP, the mechanism for the Tapera People's Home Savings Program, is not to deduct wages from mandatory savings contributions that apply until retirement age",Netral
kepala staf presiden moeldoko tegas program tabung rumah rakyat tapera akan tunda pula program sebut jalan,President Moeldoko's chief of staff is firm that the Tapera people's housing savings program will also be postponed as well as the so-called road program,Negatif
kepala staf kantor presidenmoeldoko klaim program tabung rumah rakyat tapera milik kait biaya program makan gratis hingga bangun ibu kota negara ikn nusantara,"Chief of Staff of the Presidential Office, Moeldoko, claims that the Tapera People's Housing Fund program is related to the cost of the free food program and the construction of the national capital, IKN Nusantara.",Positif
perintah tegas bangun sistem awas kelola dana tabung rumah rakyat tapera jalan baik akuntable aman ini alam buruk asabritidak ulang,"Strict orders to build a careful system for managing savings funds at the Tapera People's House, good roads, accountable, safe, this is a bad situation, it won't happen again",Positif
perintah tegas bangun sistem awas kelola dana tabung rumah rakyat tapera jalan baik,Strict orders to build a monitoring system for managing savings funds at the Tapera People's House are going well,Netral
perintah tegas bangun sistem awas kelola dana tabung rumah rakyat tapera jalan baik akuntable aman ini alam buruk asabritidak ulang,"Strict orders to build a careful system for managing savings funds at the Tapera People's House, good roads, accountable, safe, this is a bad situation, it won't happen again",Positif
kepala staf kantor presiden moeldoko klaim program tabung rumah rakyat tapera milik kait biaya program makan gratis hingga bangun ibu kota negara ikn nusantara,"Chief of Staff of the President's Office, Moeldoko, claims that the Tapera People's House Savings Program is related to the costs of the free meal program and building the nation's capital, IKN Archipelago",Positif
ksp moeldoko kata depan perintah lebih tegas bangun sistem awas kelola dana tabung rumah rakyat tapera,"KSP Moeldoko, foreword, a firmer order to build a supervisory system for managing the savings funds of the Tapera People's House",Netral
pemerintaj tegas bangun sistem awas kelola dana tabung rumah rakyat tapera,The government is firm in building a monitoring system for managing the savings funds of the Tapera People's House,Negatif
kepala staf presiden moeldoko tegas mekanisme program tabung rumah rakyat tapera bukan potong gaji iur tabung yg sifat wajib,President Moeldoko's chief of staff emphasized that the mechanism for the Tapera People's Home Savings Program is not a mandatory salary deduction for savings contributions,Netral
tapera apa sih tons iur tabung rumah rakyat program perintah tuju kumpul sedia dana biaya rendah jangka waktu panjang sambung dukung biaya rumah,"what is tapera? tons of contributions for savings for people's homes, program for the purpose of gathering, provide low cost funds for a long period of time, continue to support housing costs",Negatif
menteri pariwisata ekonomi kreatif sandiaga uno respons soal polemik bijak tabung rumah rakyat tapera sandi gen z sulit milik rumah bijak terus tunda diri nilai atur rupa pil pahit harus ambil,"Minister of Tourism, Creative Economy, Sandiaga Uno, Responds to the Polemic, Wise People's House, Tapera Sandi, Gen Z, It's Difficult to Own a Wise House, Keep Procrastinating Your Values, Arrangement, the Bitter Pill You Have to Take",Positif
tabung rumah rakyat tapera timbul reaksi marah kuat masyarakat bijak nilai rugi utama para kerja kelas tengah telah milik rumah sendiri tanggap gelombang protes sebut komisioner badan kelola bp tapera heru,"Tapera People's Home Tube There is a strong angry reaction from wise people, the main loss is that middle class workers have their own homes, respond to the wave of protests, says the commissioner of the BP Tapera governing body, Heru",Positif
tanya tapera siapa proyek luar biasa tapera kumpul untuk biaya ikn siap jalan program makan siang era prabowo siapa untung proyek tapera walaupun di bungkus kata tabung rumah rakyat,"Ask Tapera, whose extraordinary project is Tapera gathering for costs, IKN is ready to go, Prabowo era lunch program, who is the profit from the Tapera project, even though it is wrapped in the words ""Tube People's House""",Positif
polemik putar tabung rumah rakyat tapera dorong apindo ksbsi suara aspirasi kerja dunia usaha indonesia konferensi pers sama kantor apindo 31 mei 2024,polemics turn tube people's house tapera pushes apindo ksbsi voice of work aspirations of the Indonesian business world press conference with apindo office 31 may 2024,Netral
bicara soal atur program tabung rumah rakyat tapera kini wajib kamu perlu tahu manfaat 4 jenis serta tapera hanya 3 wajib 1 kerja gaji bawah umr wajib bisa ikut program tapera 2 masyarakat,"Talking about organizing the Tapera people's home savings program, now it's mandatory, you need to know the benefits of 4 types and Tapera, only 3 are mandatory. 1. Work under minimum wage. You must be able to join the Tapera 2 community program.",Positif
siap para kerja baik asn pegawai swasta hingga kerja mandiri siap kala gaji potong tiap bulan simpan tabung rumah rakyat tapera apa tapera bagaimana atur simak informasi,"ready for work, both private employees and self-employed workers, ready to take a cut in salary every month, save savings for the people's house, tapera, what is tapera, how to organize, see the information",Positif
gengs kamu tuju gak kalau gaji kerja potong untuk iur tabung rumah rakyat tapera apa alas benar bijak mampu gak selesai masalah butuh rumah indonesia,"guys, are you going to go if your work salary is cut to contribute to savings for the Tapera people's house? Are you really wise enough to be able to solve the problem of needing a house in Indonesia?",Positif
kepala staf presiden ksp moeldoko ban tuding soal ada kait selenggara program tabung rumah rakyat tapera biaya makan gratis janji presiden wakil presiden pilih prabowogibran moeldoko kata tapera,"Chief of Presidential Staff KSP Moeldoko Ban Alleges There is a Link to the Tapera People's Housing Savings Program, Free Meals, President's Promise, Vice President Chooses Prabowo Gibran, Moeldoko, Tapera Says",Positif
salam tapera habis ukt terbit tapera mala rakyat ala kuasa tabung rumah rakyat tidak masuk akal gaji potong tapera 109 437 rupiahbulan rumah harga 300 juta butuh waktu 228 5 tahun guna guna sistem bpjs,"Greetings, Tapera is finished for the publication of Tapera Mala, the people's house saving power doesn't make sense. Tapera's salary cut is 109,437 rupiah per month. A house costs 300 million. It takes 228 5 years to use the BPJS system.",Netral
program perintah tabung rumah rakyat tapera tengah jadi bincang kerja swasta paksa ikut jadi serta bagaimana solusi atas masalah simak video ikut jangan lupa share seluasluasnya,the tapera people's home savings program program is currently being discussed about forced private work and how to solve the problem. Watch the video. Don't forget to share as widely as possible,Negatif
komisoner bp tapera heru pudyo nugroho kata pihak akan atur sanksi kerja maupun usaha tak ikut tabung rumah rakyat tapera jika acu atur belum pp 25 tahun 2020 sanksi adminstratif kena,BP Tapera Commissioner Heru Pudyo Nugroho said that the party would regulate work and business sanctions for not participating in Tapera People's House savings if the regulations have not been regulated yet PP 25 of 2020 administrative sanctions will apply,Netral
kepala staf presiden tegas perintah bangun sistem awas jamin kelola dana tabung rumah rakyat tapera laku baik akuntabel transparan,"The president's chief of staff has been firm in ordering him to build a monitoring system that guarantees that the management of the Tapera People's House savings fund will be well implemented, accountable and transparent",Negatif
menparekraf ri sandiaga uno respons bijak tabung rumah rakyat tapera sandi kata bijak tapera laku generasi muda milik rumah,"Minister of Tourism and Creative Economy, RI Sandiaga Uno, wise response to the people's house, Tapera, Sandi, Tapera's wise words, the behavior of the younger generation, belongs to the house",Positif
kepala staf presiden moeldoko lurus anggap masyarakat kontra bijak tabung rumah rakyat tapera jelas tapera bukan potong gaji alihalih anggap iur potong gaji tapera kata moeldoko lebih masuk,"President Moeldoko's chief of staff is straight, thinks the public is counter-wise, saving the people's house, Tapera is clear, Tapera is not a salary cut, instead considers it to be a contribution to a salary cut, Tapera, Moeldoko said, is more in",Positif
tapera tabung rumah rakyatkalau yg ngak kerjadan punya rumah,Tapera Tube People's House for those who don't work and have a house,Netral
beri kerja tak setor iur tapera cabut izin usaha beri kerja usaha tidak setor iur tabung rumah rakyat tapera kerja kena sanksi berat upa cabut izin usaha tentu atur atur,"giving work, not depositing Tapera contributions, revoking business permits, giving work, businesses not depositing contributions, people's house, Tapera, working, subject to severe sanctions for revoking business permits, of course, arrange the arrangements",Negatif
tabung rumah rakyat tapera tuai pro kontra kalang masyarakat kepala staf presiden moeldoko pro kontra sebab ketidaktahuan masyarakat konferensi pers tapera kantor staf presiden ksp jakarta jumat 31 mei 2024,tube people's house Tapera Tuai pros and cons among the public President Moeldoko's chief of staff pros and cons due to public ignorance Tapera press conference KSP Presidential Staff Office Jakarta Friday 31 May 2024,Negatif
media90 federasi gera serikat buruh indonesia fpsbi lampung tanya bijak tabung rumah rakyat tapera sebut program rugi kerja bendahara fpsbi lampung tri susilo tapera tambah beban fina,media90 Federation of Indonesian Labor Unions FPSBI Lampung Ask Wise Tube People's House Tapera Calls Work Loss Program FPSBI Lampung Treasurer Tri Susilo Tapera Adds Fina Burden,Positif
lalu pp nomor 21 tahun 2024 perintah wajib kerja hasil minimal tara upah minimum jadi serta tabung rumah rakyat tapera adapun iur sebut potong 2 5 persen gaji kerja 0 5 persen beri kerja,"then PP number 21 of 2024 orders mandatory work results at a minimum of minimum wage so as well as savings for the people's house tapera as for contributions, it is called a cut of 2 5 percent of work salary 0 5 percent give work",Netral
tapera investasi bodong tabung rumah tp gag dpt rumah tabung tp wajib jd benar skema spt apa rakyat kok suruh nabung perintah nabung mah bank apa memang akal2an perintah yg lg sulit fiskal https,"tapera fake investment savings house but can't get savings house but must be right what kind of scheme is it people why are they told to save, the order to save is the bank is it really a trick order that is difficult fiscal https",Positif
detikers sabarahanya lamun gaji umk 2024 jabar potong mayar tabung rumah rakyat tapera 3,detikers patiently seagrass umk salary 2024 West Java cut mayar tube people's house tapera 3,Netral
berat atas tapera tabung rumah rakyat 1 gaji karyawan kurang dg iur 2 5 gaji per bulan 2 usaha berat kasih 0 5 per bulan 3 tak jamin akumulasi iur kelola dg beres 4 akumulasi tapera kurang jangkau harga rumah 5 korupsi marak,weight on tapera savings for people's homes 1 employee salaries less than contributions 2 5 salaries per month 2 heavy effort love 0 5 per month 3 no guarantee that accumulation of contributions is managed properly 4 accumulation of tapera does not reach house prices 5 corruption is rife,Positif
tapera tabung rumah rakyat tanya 2 1 apa jamin yg di pegang serta tapera 2 bagaimana nasib karyawan yg mmpunyai rumah sudah aju kpr,tapera tube people's house asked 2 1 what guarantee is being held and tapera 2 what is the fate of employees who own houses who have applied for mortgage,Positif
polemik kena tabung rumah rakyat tapera gulir masyarakat salah satu tentu jadi sorot wajib iur kerja swasta mulai 2027 lantas berapa gaji olah data ahmad noor fikri,"The polemic about the people's house, Tapera Scroll Community, one of the highlights of the mandatory private sector contribution starting in 2027, so what is Ahmad Noor Fikri's data processing salary?",Netral
tengah makin keras tolak program tabung rumah rakyat tapera 3 menteri jokowi masuk urus badan kelola bp tapera dasar pres no 9 tahun 2023 presiden jokowi tetap honorarium insentif manfaat lain nyata hasil,"In the midst of increasingly strong opposition to the Tapera People's Home Savings Program 3, Minister Jokowi enters management of BP Tapera's governing body based on Pres No. 9 of 2023. President Jokowi retains incentive honorarium, other benefits are real, results",Positif
pikir yg sama tabung rumah rakyat tapera wajib ikut kerja indoensia bukan asn juga wajib ikut kerja swasta kerja mandiri alias freelance,"think the same as the Tapera people's housing fund, it is mandatory to join Indonesian work, not ASN, it is also mandatory to join private work, independent work, aka freelance",Netral
perintah beri jelas soal pp nomor 21 tahun 2024 selenggara tabung rumah rakyat tapera tapera ada kait program makan gizi gratis atau proyek ikn madrid arsenal liga champions barca la liga vini bayem mbappe,"The order provides clarity regarding PP number 21 of 2024 to organize the Tapera Tapera People's House Tube, there is a link to the free nutritional meal program or the IKN project, Madrid, Arsenal, Champions League, Barca, La Liga, Vini, Bayem Mbappe",Positif
karyawan upah minimum wajib jadi serta tapera tabung rumah rakyat dg potong besar 25 upah bulan misal umr kota semarang 3243000 25 nya kali 12 bulan kali 100 taun baru dapet 97 jt dah jadi bangkai rumah subsidi aja dapet,"Minimum wage employees are required to work as well as tapera savings for people's homes with a large deduction of 25 months' wages, for example, the minimum wage for the city of Semarang is 3243,000, 25 times 12 months times 100 years, then you get 97 million, you just get a subsidy for a house",Positif
buka baca undang undang tapera tabung rumah rakyat uu no 4 tahun 2016 lalu kemudian temu yang jadi landas kuat dasar saya nyata tegas tolak terbit atur perintah nomor 25 tahun 2020,open read the Tapera Tube Law on the People's House UU No. 4 of 2016 and then the meeting which is the strong foundation of my foundation is clearly and firmly rejecting the publication of Order Number 25 of 2020,Positif
serta program tabung rumah rakyat tapera luas hanya pns tnipolri wajib bayar iur tapera bulan kerja mandiri swasta wajib tetap besar besar 3 persen ambil gaji upah serta,"as well as the wide tapera people's home savings program, only tnipolri civil servants are required to pay the monthly tapera contribution for independent private work which is required to remain at a large amount of 3 percent taking wages and salary as well",Positif
tolak tapera tabung rumah rakyat tandatangani petisi lewat,"reject Tapera Tube People's House, sign the petition and pass",Netral
perintah lalu badan kelola tabung rumah rakyat bp tapera klaim biaya angsur kpr tapera lebih murah banding kpr komersial komisioner bp taperta heru pudyo nugroho selisih capai rp1 juta dapat selisih angsur besar rp 1 juta,"Last order, BP Tapera People's Home Savings Management Agency claims Tapera KPR installment costs are cheaper compared to Commercial KPR, BP Taperta Commissioner Heru Pudyo Nugroho, difference of up to IDR 1 million, can get a large installment difference of IDR 1 million",Positif
tapera tabung rumah rakyat kasih tau rahasia yang seringkali orang lupa tabung soal apa yak betul soal duit duit apa iya uang siapa menteri heuheuheu,"tapera tube people's house tells you the secret that people often forget about what's the question, is it true about money, what money is money, who is the minister, heuheuheu",Negatif
komisioner bp tapera heru pudyo nugroho kata alas kerja sudah milik ru ah maupun tidak butuh biaya tetap wajib ikut program tabung rumah rakyat tapera,"BP Tapera Commissioner Heru Pudyo Nugroho said that the work surface already belongs to the house or does not require fixed costs, you must participate in the Tapera People's Home Savings Program",Positif
gaji pegawai ndonesia masuk karyawan swasta bakal kena potong tambah simpan tabung rumah rakyat tapera gaji jabat yg gede kapan siapsiap gaji kerja swasta potong simpan tapera per tanggal 10,"Indonesian employees' salaries, private sector employees will be cut, add savings for the people's house, tapera, big salary, when will you get ready, private sector salary will be cut, save for tapera as of the 10th",Positif
warga negara asing wna kerja usaha swasta wajib jadi serta tabung rumah rakyat tapera ini tuang atur perintah pp nomor 21 tahun 2024 ubah atas pp nomor 25 tahun 2020 selenggara tabung rumah,"foreign citizens working in private businesses are required to be part of the Tapera people's housing savings program, this is regulated by PP number 21 of 2024, amending PP number 25 of 2020, organizing housing savings programs",Negatif
presiden konfederasi serikat buruh seluruh indonesia ksbsi elly rosita silaban kata alihalih implementasi tabung rumah rakyat tapera baik perintah optimal dana manfaat layan tambah mlt bpjs ketenagakerjaan elly nilai mlt,president of the confederation of trade unions throughout Indonesia ksbsi elly rosita silaban kata instead of implementation of the tapera people's house tube good optimal order benefit funds added services mlt bpjs employment elly mlt value,Positif
warga negara asing wna masuk segmentasi serta tabung rumah rakyat tapera selenggara tapera atur dalam atur perintah pp nomor 21 tahun 2024 ubah atas atur perintah nomor 25 tahun 2020 selenggara,foreign nationals entering the segmentation and savings of the Tapera People's House organize Tapera regulate in order PP number 21 of 2024 amend according to order number 25 of 2020 organize,Negatif
udah mah potong gaji banyak sekarang tambah potong taperatabungan rumah rakyat lah aing lagi nyicil rumah lunas sat,"I've already cut my salary a lot, now I'm adding a cut to people's household savings, I'm still paying off my house in full in installments.",Positif
ketua panitia khusus pansus ruu tabung rumah rakyat tapera yoseph umar had pdip,chairman of the special committee for the special committee on the people's house tube bill tapera yoseph umar had pdip,Positif
gaji kerja indonesia potong tiap bulan imbas atur simpan tabung rumah rakyat tapera kerja indonesia ikut atur baru perintah bijak muncul atur perintah belum atur perintah pp,"Indonesian work salary deducted every month, effect, set, save savings, people's house, Indonesian work, follow the new arrangement, the wise command appears, set the command, not yet set the PP command",Positif
lihat program tapera banjir kritik kaltim setor rp1 27 triliun tahun perintah baru tetap atur kena potong gaji karyawan tabung rumah rakyat tapera simpan akan potong 3 persen dapat kerja,"look at the Tapera flood program, criticize East Kalimantan, deposit IDR 1 27 trillion a year, new order still regulates subject to a cut in employees' salaries, Tapera People's House, savings, will be cut by 3 percent, get a job",Negatif
banding kpr program tapera sebut tekan suku bunga angsur rumah lebih murah benar bp tapera kata program tabung rumah rakyat tingkat mampu masyarakat jangkau harga rumah lalu skema turun bunga,"KPR appeal Tapera program says it reduces house installment interest rates to be cheaper, it's true BP Tapera says the people's housing savings program is affordable for the community, then the interest rate reduction scheme",Positif
salah satu guna tapera tabung rumah rakyat ialah serta dapat kredit milik rumah kpr syarat 3 bulan rurut besar 12 juta itu arti serta punya hasil 48 juta dengan kata hanya omon bak dp nol,"one of the benefits of the people's home savings account is that you can get a mortgage for a 3-month mortgage, the amount is 12 million, which means it has a yield of 48 million, in other words it's just a zero down payment.",Negatif
gandeng bank syariah indonesia bsi usaha umum bangun rumah nasional perumnas badan kelola tabung rumah rakyat bp tapera,"collaborate with Indonesian Islamic Bank, BSI, general business, national housing development, Perumnas, people's housing savings management body, BP Tapera",Positif
mahfud md kritik program tabung rumah rakyat tapera wajib seluruh kerja indonesia mantan menkopolhukam perintah timbang suara publik banyak tolak tapera nilai milik bijak jamin serta,"Mahfud MD criticized the Tapera public housing savings program, mandatory for all Indonesian workers, former Coordinating Minister for Political, Legal and Security Affairs, ordered to weigh public votes, many rejected Tapera, wise property values ​​guarantee and",Positif
tapera tabung rumah rakyat sebut sbg salah satu solusi biaya rumah jangka panjang indonesia gaji klen potong 3 per bulan gaji klen 6jt potong 180rbbulan 100th lg klen mbeli rumah harga 216jtalhamdulillah yak,"Tapera Tube People's House is said to be one of Indonesia's long-term housing costs solutions. The client's salary is cut by 3 per month. The client's salary is 6 million, cut to 180 thousand in the 100th month. Then the client buys a house for 216 million. Thank God.",Netral
ketua dpd partai demokrasi indonesia juang jawa barat ono surono turut kritik bijak perintah wajib kerja bayar iur tabung rumah rakyat tapera ono nilai atur sebut milik dampak luas minta perintah,"Chairman of the DPD Indonesian Democratic Party Juang West Java, Ono Surono, also criticized wisely, the order to work, pay the people's house savings contribution, Tapera Ono, set the value of calling property, have a wide impact, ask for an order",Positif
umr lampung gaji karyawan swasta siapsiap potong simpan tabung rumah rakyat tapera tahun 2027 kalo hitung kasar umr lampung sekitar 67 rb bagaimana klo kelen,"Umr Lampung salary for private employees, get ready to cut, save savings for the Tapera People's House in 2027. If you roughly calculate the Umr Lampung, it's around 67 thousand. What if Kelen",Positif
atur simpan tabung rumah rakyat tapera resmi teken presiden jokowi harus serta danatau beri kerja bayar iur sebut tanggal 10 serta tapera akan potong gaji antar asn pegawai swasta kerja mandiri,Arrange saving savings at People's House Tapera officially signed by President Jokowi and/or provide work pay dues on the 10th and Tapera will cut salaries among self-employed private sector employees,Netral
pres no 92023 honorarium utk komite badan kelola tabung rumah rakyat unsur menteri besar rp32508000 unsur profesional besar rp43344000 susun komite tapera antara sri mulyani basuki hadimuljono amp ida fauziah,"pres no 92023 honorarium for the people's house tube management body committee, chief minister element Rp. 32508,000 large professional element Rp. 43344,000 set up tapera committee between Sri Mulyani Basuki Hadimuljono & Ida Fauziah",Positif
wakil ketua dpr ri ketua umum dpp pkb rencana panggil jumlah pihak kait polemik iur tabung rumah rakyat tapera bakal potong gaji pegawai 3 persen,Deputy Chairman of the Indonesian House of Representatives Chairman of the DPP PKB plans to call the number of parties related to the polemic of Tapera People's House savings fees to cut employee salaries by 3 percent,Netral
meski tuai banyak kritik masyarakat perintah kata akan tunda program tabung rumah rakyat tapera akan laku mulai 2027,"Even though it received a lot of criticism from the public, the order said it would postpone the Tapera people's housing savings program, which will be sold starting in 2027",Netral
arsjad rasjid nilai bijak potong gaji para kerja iur tabung rumah rakyat tapera tuju baik,Arsjad Rasjid's wise value of cutting workers' salaries due to savings for the people's house of Tapera Goal is good,Positif
presiden joko widodo terbit atur baru kait iur tabung rumah rakyat tapera bijak wajib pegawai sisih hasil bulan besar tiga persen iur tabung rumah bijak timbul gelombang,"President Joko Widodo issues a new regulation regarding the wise Tapera people's house savings contribution, obligatory employee allowance from large month's profits of three percent wise house savings contribution, waves arise",Positif
anggota komisi v dpr ri fraksi pks sigit sosiantomo nilai atur baru kena tabung rumah rakyat tapera bantu masyarakat hasil rendah mbr milik rumah murah,Member of Commission V DPR RI PKS Fraction Sigit Sosiantomo New Set Value Gets Savings People's House Tapera Helps Low Yield People Who Own Cheap Houses,Positif
menteri kerja umum rumah rakyat pupr basuki hadimuljono buka suara kait rencana potong gaji kerja besar 30 persen program tabung rumah rakyat tapera basuki tegas potong gaji sebut serta merta hilang uang kerja,"Minister of Public Works, People's House, Public Housing, Basuki Hadimuljono, opens his voice regarding plans to cut large work salaries by 30 percent, People's House savings program, Tapera Basuki, firmly cuts salaries, says work money will immediately disappear",Positif
komika kiky saputri ikut kritisi soal bijak iur tabung rumah rakyat tapera lalu media sosial x lalu media sosial kiky saputri sindir bijak tapera sebut sengsara rakyat tapera tabung rumah rakyat tabung,"comic Kiky Saputri joins in criticizing the issue of wise contribution to the People's House, Tapera, then social media",Positif
asosiasi usaha indonesia tolak laku program tabung rumah rakyat bakal beban kerja swasta iur tapera bakal potong gaji kerja 2 5 beban wajib beri kerja 0 5,"Indonesian business association rejects implementation of people's housing savings program, private sector workload, tapera contributions will cut workers' salaries by 2.5, mandatory workload 0.5",Netral
gaji karyawan potong 3 iur tapera begini atur skema manfaat tabung rumah rakyat tapera jadi tabung setor rutin potong 3 persen gajiupah karyawan hasil kerja mandiri biaya,"Employee salaries cut by 3 Tapera contributions like this, set up the tapera people's home savings benefit scheme so that routine deposits are cut by 3 percent of salary, employee wages resulting from independent work costs",Netral
sorry to say tapera lebih cocok bilang tagih rumah rakyat tabung rumah rakyat bayangin meski udah punya rumah ttp aja lu paksa ikut buat subsidi silang buat orang apalagi udah ngambil kpr udah potong tapera trs hrs bayar kpr,"sorry to say tapera is more suitable to say collect people's houses to save people's houses, imagine even though you already have a house, you are still forced to participate in making cross subsidies for people, especially if you have already taken out a mortgage, you have already cut off tapera, you still have to pay the mortgage",Positif
menteri pariwisata ekonomi kreatif sandiaga uno tolak skema iur tabung rumah rakyat tapera sandi tolak skema potong gaji tapera beban semua kerja usaha,"Minister of Tourism, Creative Economy, Sandiaga Uno, Rejects the Tapera People's House Savings Contribution Scheme, Sandi, Rejects the Tapera Salary Cut Scheme, The Burden of All Business Work",Positif
program iur wajib tabung rumah rakyat tapera dapat banyak sorot bagai lapis masyarakat,The Tapera people's mandatory savings contribution program has received a lot of attention from various levels of society,Netral
resmi tetap wajib potong gaji kerja besar tiga persen tabung rumah rakyat tapera tak semua kerja dapat manfaat biaya rumah tapera,Officials are still obliged to cut salaries for large jobs by three percent of Tapera People's House savings. Not all work can benefit from Tapera House costs,Positif
panjang apa yg pantas utk tapera 1tabungan rumah rakyat 2tabungan rampok rakyat 3 tabung paksa rakyat 4 tabung makam rakyat 5 tabung miskin rakyat 6 tabung 7 8 9 10,what length is appropriate for tapera 1 people's house savings 2 people's robbery savings 3 people's forced savings 4 people's graves 5 people's poor savings 6 people's savings 7 8 9 10,Negatif
tapera tabung rumah rakyat wkwkw udehh blg aja duit mau diputerin dulu,"tapera tube people's house hahaha, let's just say the money, I want to put it into play first",Positif
buat rakyat sejahtera paling tidak jangan susah presiden jokowi keluar atur perintah pp nomor 21 tahun 2024 ubah beberapa tentu pp 252020 selenggara tabung rumah rakyat tapera,"for the people to be prosperous, at least don't make it difficult for President Jokowi to come out and regulate order PP number 21 of 2024, change some of course PP 252020 organize the Tapera People's House Tube",Negatif
hitung cermat bagaimana peras rakyat gaji kerja bakal potong 3 persen tapera jokowi semua hitung presiden joko widodo pasti potong 3 persen simpanantabungan rumah rakyattapera hasil hitung cermat,"Calculate carefully how to squeeze the people's work wages, Tapera Jokowi will cut 3 percent, President Joko Widodo will definitely cut 3 percent of people's home savings, Tapera results from careful calculations",Negatif
perintah pasti kerja informal wajib jadi serta tabung rumah rakyat tapera meski dapat bulan tetap,definite orders for informal work must be completed as well as savings for the Tapera people's house even if they get a fixed month,Positif
perintah wajib tapera tabung rumah rakyat 3 potong gaji ump langgar uu 391999 ham amp uu 62023 ump akhir ump naik amp usaha yg beban perlu tahu hubung industrial hanya jual amp beli jasa,Mandatory Tapera Savings Order People's House 3 deductions from wages UMP violates Law 391999 Human Rights & Law 62023 Final UMP UMP increases amp businesses with burdens need to know about industrial contact only selling & buying services,Netral
tabung rumah rakyat tapera program bagus jadi masalah uang kembali kerja birokrasi berbelitbelit nanti khawatir uang alokasi perlu oleh p,"Tapera People's Home Tube is a good program, so the problem of getting money back to work is convoluted bureaucracy and then you will worry that you will need to allocate money by p",Positif
desak perintah cabut uu tapera atur perintah no 21 tahun 24 tabung rumah rakyat pp tapera beber said iqbal,Urge order to revoke UU Tapera set order no 21 of 24 tube People's House PP Tapera beber said Iqbal,Netral
kepala bappenas suharso monoarfa kata program tabung rumah rakyat tapera sifat sukarela kerja belum milik rumah,"Head of Bappenas, Suharso Monoarfa, said that the Tapera People's Home Savings Program is voluntary, work does not yet belong to a home",Netral
ikut daftar potong gaji 1 bpjs sehat 2 bpjs ketenagakerjaan bpjstk 3 iur tabung rumah rakyat tapera 4 pajak hasil pph 21 5 potong lain iur serikat kerja iur asosiasi profesi pinjamankredit motor asuransi iur koperasi,Join the salary deduction list 1 BPJS Health 2 BPJS Employment BPJSTK 3 Tapera People's Home Savings Contribution 4 Income Tax PPH 21 5 Other Deductions Labor Union Contribution Professional Association Contribution Credit Motorbike Insurance Cooperative Contribution,Negatif
iur untuk tabung rumah rakyat tapera ladang baru yg rawan korupsi lalu apa kabar korupsi jiwasraya korupsi asabri,"Contributions for savings for people's homes in Tapera Kebun Baru which is prone to corruption, so what's up with Jiwasraya corruption, Asabri corruption?",Netral
menteri ppnbappenas suharso juga eks menteri rumah rakyat sebut iur tapera sifat sukarela tabung haji,"Minister of National Development Planning, Suharso, also former Minister of People's Homes, said that Tapera contributions are voluntary for Hajj savings",Netral
tabung sifat wajib pakai embelembel rumah perkosa ekonomi hak pribadi rakyat masak begini aja gak paham pak,tube nature of having to wear household frills economic rape people's personal rights just cook like this I don't understand sir,Positif
keluar atur perintah pp no 21 tahun 2024 tabung rumah rakyat tapera dapat sorot penting bagai organisasi buruh,exit regulates order PP no 21 of 2024 Tapera People's House Tube can highlight importance as a labor organization,Netral
